review,rating,date,bank,source,cleaned_review,theme
I like it.,5,2025-04-07,Commercial Bank of Ethiopia,Google Play,i like it,Other
bugs,3,2025-04-07,Commercial Bank of Ethiopia,Google Play,bugs,Other
commerial Bank,5,2025-04-06,Commercial Bank of Ethiopia,Google Play,commerial bank,Other
Genat biru,2,2025-04-06,Commercial Bank of Ethiopia,Google Play,genat biru,Other
it is good but it doesn't allow screen shot,4,2025-04-06,Commercial Bank of Ethiopia,Google Play,it is good but it doesnt allow screen shot,Other
the best one,5,2025-04-06,Commercial Bank of Ethiopia,Google Play,the best one,Other
You need to copy many things from other bank apps like Amole(Dashen),2,2025-04-06,Commercial Bank of Ethiopia,Google Play,you need to copy many things from other bank apps like amoledashen,Other
bring back the screenshot feature.,1,2025-04-05,Commercial Bank of Ethiopia,Google Play,bring back the screenshot feature,Other
Good!,3,2025-04-05,Commercial Bank of Ethiopia,Google Play,good,Other
best app to experience him that to smooth transaction among the customers,1,2025-04-05,Commercial Bank of Ethiopia,Google Play,best app to experience him that to smooth transaction among the customers,Other
nice app suitable to use it. the only weak side is it need data connections and hoping will be fixed to offline i gave 4 rate,4,2025-04-05,Commercial Bank of Ethiopia,Google Play,nice app suitable to use it the only weak side is it need data connections and hoping will be fixed to offline i gave 4 rate,Other
easy to use,5,2025-04-05,Commercial Bank of Ethiopia,Google Play,easy to use,Other
"Good job to the CBE team on this mobile app! It's designed in a way that's simple and intuitive to navigate, which is great for everyone. It effectively handles the essential banking tasks I need to perform regularly. It's a practical and reliable tool that makes everyday banking much more convenient. Thank you for this useful application.",5,2025-04-04,Commercial Bank of Ethiopia,Google Play,good job to the cbe team on this mobile app its designed in a way thats simple and intuitive to navigate which is great for everyone it effectively handles the essential banking tasks i need to perform regularly its a practical and reliable tool that makes everyday banking much more convenient thank you for this useful application,Other
screenshot,5,2025-04-04,Commercial Bank of Ethiopia,Google Play,screenshot,Other
before it was smooth and good. this time after the new update in 2025 i can not make screenshot of my recite. even the downlod button is very delayed in putting my recite in my gallery for simple proof. please fix this i am unable to show proof of payment to my clients. thankyou.,3,2025-04-04,Commercial Bank of Ethiopia,Google Play,before it was smooth and good this time after the new update in 2025 i can not make screenshot of my recite even the downlod button is very delayed in putting my recite in my gallery for simple proof please fix this i am unable to show proof of payment to my clients thankyou,Other
cool,4,2025-04-04,Commercial Bank of Ethiopia,Google Play,cool,Other
Best app,5,2025-04-04,Commercial Bank of Ethiopia,Google Play,best app,Other
best banking App,4,2025-04-03,Commercial Bank of Ethiopia,Google Play,best banking app,Other
satisfied,5,2025-04-03,Commercial Bank of Ethiopia,Google Play,satisfied,Other
this app is very necessary app many people found it,5,2025-04-03,Commercial Bank of Ethiopia,Google Play,this app is very necessary app many people found it,Other
cbe very active Bank I'm using CBE app very very satisfaction,5,2025-04-03,Commercial Bank of Ethiopia,Google Play,cbe very active bank im using cbe app very very satisfaction,Other
It made life alot easier. I cant even imagine having to make all those transactions in person. So this app was crucial for me. Very good app. well done.,5,2025-04-03,Commercial Bank of Ethiopia,Google Play,it made life alot easier i cant even imagine having to make all those transactions in person so this app was crucial for me very good app well done,Other
perfect,5,2025-04-03,Commercial Bank of Ethiopia,Google Play,perfect,Other
thankyou,5,2025-04-02,Commercial Bank of Ethiopia,Google Play,thankyou,Other
I Like it,5,2025-04-02,Commercial Bank of Ethiopia,Google Play,i like it,Other
"I don't understand the reason, why I need to disable developer options to access the app, it has no security risks nor does it hinder the app's functionalities. This goes out to the dev, I hope your life is filled with inconveniences.",1,2025-04-02,Commercial Bank of Ethiopia,Google Play,i dont understand the reason why i need to disable developer options to access the app it has no security risks nor does it hinder the apps functionalities this goes out to the dev i hope your life is filled with inconveniences,Other
smart app,5,2025-04-02,Commercial Bank of Ethiopia,Google Play,smart app,Other
isin ga'a,2,2025-04-02,Commercial Bank of Ethiopia,Google Play,isin gaa,Other
it's great,5,2025-04-02,Commercial Bank of Ethiopia,Google Play,its great,Other
very good app and stars faction with work,5,2025-04-02,Commercial Bank of Ethiopia,Google Play,very good app and stars faction with work,Other
It is excelent,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,it is excelent,Other
Smart,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,smart,Other
very interesting app,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,very interesting app,Other
wow.......cbe.....keep it up.....!!!!!!,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,wowcbekeep it up,Other
Excellentapp,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,excellentapp,Other
the most useful,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,the most useful,Other
I am more satisfied in this app . More sure you have to secure.,4,2025-04-01,Commercial Bank of Ethiopia,Google Play,i am more satisfied in this app  more sure you have to secure,Other
Easy to use,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,easy to use,Other
"very good, but sometimes NUR CBE comes without my consent. even if I choose locked, it appears",4,2025-04-01,Commercial Bank of Ethiopia,Google Play,very good but sometimes nur cbe comes without my consent even if i choose locked it appears,Other
Excellent !!!,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,excellent ,Other
always we relay on,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,always we relay on,Other
I'm lucky to have this thank you CBE.,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,im lucky to have this thank you cbe,Other
it's need more improvement like Tellbirr.,4,2025-04-01,Commercial Bank of Ethiopia,Google Play,its need more improvement like tellbirr,Other
goode app,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,goode app,Other
a very nice app.,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,a very nice app,Other
safe easy & fast,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,safe easy  fast,Other
it's good app,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,its good app,Other
It is veary useful app but screen shout was impossible .solve this problem,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,it is veary useful app but screen shout was impossible solve this problem,Other
suitable app,4,2025-04-01,Commercial Bank of Ethiopia,Google Play,suitable app,Other
Dear cbe this app is not comparable with 21century and pls try to solve it.,1,2025-04-01,Commercial Bank of Ethiopia,Google Play,dear cbe this app is not comparable with 21century and pls try to solve it,Other
best transaction method of financial,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,best transaction method of financial,Other
#CBE is Now going to on the right Pathway/track/!! Thank you CBE one step ahead on payment platform app!!,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,cbe is now going to on the right pathwaytrack thank you cbe one step ahead on payment platform app,Other
It literarily don't work at all,4,2025-04-01,Commercial Bank of Ethiopia,Google Play,it literarily dont work at all,Other
good give us plus,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,good give us plus,Other
"Very good application. However, I have one functionality recommendation. What if you let the app transfer money to any telebirr account as for MPESA? By the way, I am not the only one to ask this. Thank you!",4,2025-04-01,Commercial Bank of Ethiopia,Google Play,very good application however i have one functionality recommendation what if you let the app transfer money to any telebirr account as for mpesa by the way i am not the only one to ask this thank you,Other
before update it was able to screenshot while after update I can't able to screenshot the transfere details,4,2025-04-01,Commercial Bank of Ethiopia,Google Play,before update it was able to screenshot while after update i cant able to screenshot the transfere details,Other
Tnc Cbe,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,tnc cbe,Other
it is good app. But you have integrate cbe with cbe birr. to allow cardless withdrawal directly from our accout!,4,2025-03-31,Commercial Bank of Ethiopia,Google Play,it is good app but you have integrate cbe with cbe birr to allow cardless withdrawal directly from our accout,Other
great apps,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,great apps,Other
Excellent,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,excellent,Other
Great app!,4,2025-03-31,Commercial Bank of Ethiopia,Google Play,great app,Other
CBE,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,cbe,Other
very good,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,very good,Other
great when it works,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,great when it works,Other
"the app is very good, but why screenshots is impossible?",5,2025-03-31,Commercial Bank of Ethiopia,Google Play,the app is very good but why screenshots is impossible,Other
excellent match application,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,excellent match application,Other
The Best app,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,the best app,Other
excellent app,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,excellent app,Other
easy to use and user friendly,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,easy to use and user friendly,Other
very nice,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,very nice,Other
well software,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,well software,Other
CBE very good apps,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,cbe very good apps,Other
"This application fast, secure and more convenient. Thanks CBE",5,2025-03-31,Commercial Bank of Ethiopia,Google Play,this application fast secure and more convenient thanks cbe,Other
